Project_Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8,Latitude,Longitude,Geocoded_Address,Geocode_Quality
Long Glen Rental II (formerly homeownership),Allston,02134,33,33,0,0,0,0,33,33,0,Rental,Private,,,42.3593008,-71.1270268,"Allston, MA 02134, USA",full_match
Longfellow School,Roslindale,02131,44,44,0,0,0,0,44,44,0,Rental,Private,Y,,42.3027402,-71.065883,"Longfellow St, Boston, MA 02122, USA",full_match
Longwood Row,Mission Hill,02120,25,25,0,21,21,0,4,4,0,Rental,Private,,,42.33573,-71.0999004,"Longwood Ave, Boston, MA, USA",full_match
Lorenzo Pitts Portfolio (JPNCD 2018),Roxbury,02119,137,137,0,0,0,0,137,137,0,Rental,Private,,Y,42.3300855,-71.0939494,"270 Roxbury St, Roxbury, MA 02119, USA",full_match
Lowell Square,West End,02114,183,183,0,0,0,0,183,183,0,Rental,Private,,Y,42.3652917,-71.0646337,"Boston, MA 02114, USA",full_match
Lower Mills (2-57),Dorchester,02124,178,178,0,0,0,0,178,178,0,Rental,Public,Y,Y,42.2750987,-71.07032819999999,"Lower Mills, Boston, MA 02124, USA",full_match
Lower Roxbury Tenant Corp,Roxbury,02120,70,70,0,17,17,0,53,53,0,Rental,Private,,,42.3317603,-71.0839469,"Lower Roxbury, Boston, MA, USA",full_match
Lucerne Gardens,Dorchester,02124,45,45,0,0,0,0,45,45,0,Rental,Private,,Y,42.2848294,-71.088802,"65 Winston Rd, Dorchester, MA 02124, USA",full_match
Lucky Strike Residential Project,Dorchester,02122,22,3,19,19,0,19,3,3,0,Ownership/Rental,Private,,,42.2993366,-71.0583355,"289 Adams St Unit B, Dorchester, MA 02122, USA",full_match
Luis (VUP),Dorchester,02124,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.2880901,-71.0573018,"Louis Terrace, Boston, MA 02124, USA",full_match
Lumen,Charlestown,02129,30,0,30,26,0,26,4,0,4,Ownership,Private,,,42.3795659,-71.061101,"30 Polk St, Charlestown, MA 02129, USA",full_match
Lyman School Apts for the Elderly,East Boston,02128,45,45,0,0,0,0,45,45,0,Rental,Private,Y,Y,42.3765003,-71.0394364,"282 Meridian St, East Boston, MA 02128, USA",full_match
M Walsh (VUP),Dorchester,02122,2,2,0,0,0,0,2,2,0,Rental,Private,,,42.3340728,-71.0332999,"M St, Boston, MA 02127, USA",full_match
M.E. McCormack (2-23),South Boston,02127,1016,1016,0,0,0,0,1016,1016,0,Rental,Public,,,42.3176324,-71.0436485,"315 Mt Vernon St, Dorchester, MA 02125, USA",full_match
M.L. King Apartments (2-40),Roxbury,02119,104,104,0,2,2,0,102,102,0,Rental,Public,Y,,42.3195005,-71.0871422,"M.L.K. Jr Blvd, Boston, MA 02119, USA",full_match
M.R. Smith (VUP),Mattapan,02126,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.275561,-71.07480149999999,"1135 Morton St, Mattapan, MA 02126, USA",full_match
Madison Melnea Cass Apts,Roxbury,02119,76,76,0,4,4,0,72,72,0,Rental,Public/Private,,,42.33452399999999,-71.0851702,"600 Melnea Cass Blvd, Boston, MA 02119, USA",full_match
Madison Parcel 10 Bldg C (Belvidere/Dalton East Offsite),Roxbury,02119,30,30,0,9,9,0,21,21,0,Rental,Private,,,42.32182359999999,-71.08840359999999,"Roxbury, MA 02119, USA",full_match
Madison Park III,Roxbury,02120,120,120,0,0,0,0,120,120,0,Rental,Private,,Y,42.3309562,-71.085965,"Madison Park Ct, Boston, MA 02120, USA",full_match
Madison Park IV,Roxbury,02119,143,143,0,0,0,0,143,143,0,Rental,Private,,,42.32874899999999,-71.08203619999999,"Madison Park, 184 Dudley St #102, Boston, MA 02119, USA",full_match
Main Street Townhouses,Charlestown,02129,26,0,26,16,0,16,10,0,10,Ownership,Private,,,42.3790582,-71.0687447,"Main St, Boston, MA 02129, USA",full_match
MainStay House,Charlestown,02129,14,14,0,0,0,0,14,14,0,Rental,Private,,,42.3720423,-71.06329269999999,"16 Harvard St, Charlestown, MA 02129, USA",full_match
Malone Apts (2-89C),Hyde Park,02136,102,102,0,0,0,0,102,102,0,Rental,Public,Y,,42.2527785,-71.1299976,"Hyde Park, MA 02136, USA",full_match
Mandela Homes,Roxbury,02118,276,276,0,0,0,0,276,276,0,Rental,Private,,Y,42.3354954,-71.0787352,"1855 Washington St, Boston, MA 02118, USA",full_match
Manganello (VUP),East Boston,02128,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3695431,-71.0200613,"East Boston, MA 02128, USA",full_match
Maple Commons,Roxbury,02119,41,41,0,0,0,0,41,41,0,Rental,Private,,,42.3097123,-71.0853144,"15 Maple St, Boston, MA 02121, USA",full_match
Marcus Garvey Gardens,Roxbury,02119,161,161,0,0,0,0,161,161,0,Rental,Private,Y,Y,42.3297004,-71.09111779999999,"Managers Office, 44 John Eliot Sq, Boston, MA 02119, USA",full_match
Marksdale Gardens I&II,Roxbury,02121,178,178,0,0,0,0,178,178,0,Cooperative,Private,,Y,42.3168879,-71.0874035,"Marksdale St, Boston, MA 02121, USA",full_match
Marriro (VUP) CDFI,Roxbury,02121,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,,42.3065441,-71.08246129999999,"Grove Hall, MA 02121, USA",full_match
Martinex-Alamo (VUP),Roxbury,02125,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,,42.368561,-71.0299445,"15 Transportation Wy, East Boston, MA 02128, USA",full_match
Mary Colbert Apartments,Charlestown,02129,30,30,0,0,0,0,30,30,0,Rental,Private,Y,Y,42.3732953,-71.0638239,"20 Devens St, Charlestown, MA 02129, USA",full_match
Mason Place,Downtown,02111,128,128,0,0,0,0,128,128,0,Rental,Private,Y,Y,42.3540878,-71.0633978,"Mason St, Boston, MA 02111, USA",full_match
Mass Pike Towers,Chinatown,02116,200,200,0,0,0,0,200,200,0,Rental,Private,,Y,42.3480663,-71.06598799999999,"336B Tremont St, Boston, MA 02116, USA",full_match
Mattapan Apartments,Dorchester,02122,183,183,0,0,0,0,183,183,0,Rental,Private,,Y,42.2938918,-71.0743201,"50 W Tremlett St, Dorchester, MA 02124, USA",full_match
Mattapan Center for Life,Mattapan,02126,45,45,0,0,0,0,45,45,0,Rental,Private,Y,,42.2669134,-71.09572899999999,"555 River St, Mattapan, MA 02126, USA",full_match
Mattapan Heights I AKA: The Foley,Mattapan,02126,176,176,0,24,24,0,152,152,0,Rental,Private,Y,,42.2782552,-71.0961184,"Mattapan St, Boston, MA 02126, USA",full_match
Mattapan Heights II,Mattapan,02126,83,83,0,0,0,0,83,83,0,Rental,Private,,,42.2741948,-71.0818345,"217-247 River St, Mattapan, MA 02126, USA",full_match
Mattapan Heights III & IV,Mattapan,02126,73,73,0,0,0,0,73,73,0,Rental,Private,,,42.2729802,-71.0815792,"249 River St, Mattapan, MA 02126, USA",full_match
Mattapan Station (4% & 9%),Mattapan,02126,135,135,0,0,0,0,135,135,0,Rental,Private,,,42.2676252,-71.09248889999999,"Mattapan, 500 River St, Boston, MA 02126, USA",full_match
MAVERICK GARDENS I,East Boston,02128,150,150,0,0,0,0,150,150,0,Rental,Private,,,42.3689491,-71.0361757,"Maverick St, Boston, MA 02128, USA",full_match
Maverick Landing (2-8),East Boston,02128,396,396,0,91,91,0,305,305,0,Rental,Private,,,42.3707952,-71.04167079999999,"31 Liverpool St, East Boston, MA 02128, USA",full_match
Maverick Shipyard Condos (202 Maverick St),East Boston,02128,20,0,20,17,0,17,3,0,3,Ownership,Private,,,42.3689056,-71.0358078,"202 Maverick St, Boston, MA 02128, USA",full_match
McCrohon House - HEARTH (SPO),Jamaica Plain,02130,16,16,0,1,1,0,15,15,0,Rental,Private,,,42.3280312,-71.1113155,"135 S Huntington Ave, Boston, MA 02130, USA",full_match
Mei Wah Village,Chinatown,02111,41,41,0,0,0,0,41,41,0,Rental,Private,Y,,42.3477406,-71.0633287,"10 Maple Pl, Boston, MA 02111, USA",full_match
Mendes (VUP),Dorchester,02125,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
Meranda (VUP),Dorchester,02121,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3065441,-71.08246129999999,"Grove Hall, MA 02121, USA",full_match
Mercantile Building,North End,02109,122,122,0,74,74,0,48,48,0,Rental,Private,,Y,42.361573,-71.0521768,"Mercantile St, Boston, MA, USA",full_match
Meridian House,East Boston,02128,12,12,0,0,0,0,12,12,0,Rental,Private,,,42.380425,-71.039608,"408 Meridian St, East Boston, MA 02128, USA",full_match
Meridian St,East Boston,02128,5,0,5,0,0,0,5,0,5,Ownership,Private,,,42.3770477,-71.0391552,"Meridian St, Boston, MA 02128, USA",full_match
Methunion Manor Coop,South End,02116,149,149,0,0,0,0,149,149,0,Rental,Private,,Y,42.3407288,-71.0705633,"South End, Boston, MA, USA",full_match
Mezzo Design Lofts,Charlestown,02129,146,0,146,131,0,131,15,0,15,Ownership,Private,,,42.3845804,-71.077551,"30 Caldwell St, Charlestown, MA 02129, USA",full_match
MHPI Community Apartments,Mission Hill,02120,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.3298994,-71.1059676,"Mission Hill, Boston, MA, USA",full_match
MHPI II,Jamaica Plain,02130,11,11,0,0,0,0,11,11,0,Rental,Private,,,42.3097365,-71.1151431,"Jamaica Plain, MA 02130, USA",full_match
MHPI III,Jamaica Plain,02130,12,12,0,0,0,0,12,12,0,Rental,Private,,,42.3258012,-71.0568846,"MA-3, Boston, MA, USA",full_match
MHPI IV-A,Jamaica Plain,02130,10,10,0,0,0,0,10,10,0,Rental,Private,,Y,42.2676144,-71.1730366,"A St, Boston, MA, USA",full_match
MHPI IV-B,Roxbury,02119,10,10,0,0,0,0,10,10,0,Rental,Private,,Y,42.3492752,-71.0435312,"B St, Boston, MA, USA",full_match
MHPI IV-C,Dorchester,02124,12,12,0,0,0,0,12,12,0,Rental,Private,,,42.2826027,-71.067605,"DORCHESTR CTR, MA 02124, USA",full_match
MHPI V,Dorchester,02121,16,16,0,0,0,0,16,16,0,Rental,Private,,,42.3569387,-71.0599056,"42 Province St, Boston, MA 02108, USA",full_match
MHPI VI,Dorchester,02125,15,15,0,0,0,0,15,15,0,Rental,Private,,,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
Midway Phase I,South Boston Waterfront,02127,44,0,44,38,0,38,6,0,6,Ownership,Private,,,42.3364553,-71.0349193,"South Boston, MA 02127, USA",full_match
Midway Studios,South Boston Waterfront,02127,89,89,0,53,53,0,36,36,0,Rental,Private,,,42.3364553,-71.0349193,"South Boston, MA 02127, USA",full_match
Miller (VUP),Dorchester,02122,1,1,0,0,0,0,1,1,0,Rental,Private,,,42.29671460000001,-71.0527482,"Dorchester, MA 02122, USA",full_match
Ming's Restaurant,South End,02118,38,38,0,37,37,0,1,1,0,Rental,Private,,,42.3442288,-71.0656277,"1102 Washington St, Boston, MA 02118, USA",full_match
Minot Hall Condominium,South End,02118,45,0,45,42,0,42,3,0,3,Ownership,Private,,,42.3420501,-71.06849129999999,"1313 Washington St, Boston, MA 02118, USA",full_match
Mishawum Assisted Living,Charlestown,02129,66,66,0,33,33,0,33,33,0,Rental,Private,Y,Y,42.3831481,-71.072708,"Mishawum St, Boston, MA 02129, USA",full_match
Mishawum Park,Charlestown,02129,337,337,0,0,0,0,337,337,0,Rental,Private,,Y,42.3765546,-71.0660524,"W School St, Boston, MA 02129, USA",full_match
Mission Hill Flats,Mission Hill,02120,40,40,0,35,35,0,5,5,0,Rental,Private,,,42.332873,-71.1070997,"Mission St, Boston, MA 02115, USA",full_match
Mission Hill Phase I - HOME AGAIN,Mission Hill,02120,22,6,16,0,0,0,22,6,16,Ownership/Rental,Private,,,42.3295779,-71.1042015,"170 Parker Hill Ave #7, Boston, MA 02120, USA",full_match
Mission Hill Phase II,Mission Hill,02130,34,34,0,0,0,0,34,34,0,Rental,Private,,,42.332873,-71.1070997,"Mission St, Boston, MA 02115, USA",full_match
Mission Hill Scattered Sites,Mission Hill,02120,21,0,21,16,0,16,5,0,5,Ownership,Private,,,42.332873,-71.1070997,"Mission St, Boston, MA 02115, USA",full_match
Mission Hill-Phase III - Home Again,Mission Hill,02120,24,6,18,0,0,0,24,6,18,Ownership/Rental,Private,,,42.332873,-71.1070997,"Mission St, Boston, MA 02115, USA",full_match
Mission Main Phase I,Mission Hill,02120,310,310,0,51,51,0,259,259,0,Rental,Private,,,42.3339717,-71.0987923,"43 Smith St, Boston, MA 02120, USA",full_match
Mission Main Phase II,Mission Hill,02120,139,139,0,25,25,0,114,114,0,Rental,Private,,,42.3339717,-71.0987923,"43 Smith St, Boston, MA 02120, USA",full_match
Mission Main Phase III,Mission Hill,02120,86,86,0,14,14,0,72,72,0,Rental,Private,,,42.3339717,-71.0987923,"43 Smith St, Boston, MA 02120, USA",full_match
Mission Park,Mission Hill,02115,775,775,0,0,0,0,775,775,0,Rental,Private,Y,Y,42.3336467,-71.1086821,"835 Huntington Ave, Boston, MA 02115, USA",full_match
MLK/Washington Commons,Roxbury,02119,49,0,49,21,0,21,28,0,28,Ownership,Private,,,42.3216638,-71.09194,"Washington St & M.L.K. Jr Blvd, Boston, MA 02119, USA",full_match
Monsignor Lyons Condo II,South Boston,02127,6,0,6,0,0,0,6,0,6,Ownership,Private,,,42.3420501,-71.06849129999999,"1313 Washington St, Boston, MA 02118, USA",full_match
Monsignor Lyons II- HOME AGAIN,South Boston,02127,6,0,6,0,0,0,6,0,6,Ownership,Private,,,42.3353827,-71.03704290000002,"709 E Broadway, South Boston, MA 02127, USA",full_match
Monsignor Lyons Townhouses,South Boston,02127,10,0,10,0,0,0,10,0,10,Ownership,Private,,,42.3353827,-71.03704290000002,"709 E Broadway, South Boston, MA 02127, USA",full_match
Montebello Rd Coop,Jamaica Plain,02130,7,7,0,0,0,0,7,7,0,Cooperative,Private,,,42.3127995,-71.102381,"Montebello Rd, Boston, MA 02130, USA",full_match
Moore (VUP),Mattapan,02126,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3324151,-71.0652362,"Moore St, Boston, MA 02118, USA",full_match
Moreland St Apts,Roxbury,02119,12,12,0,0,0,0,12,12,0,Rental,Private,,,42.3238001,-71.0787983,"Moreland St, Boston, MA 02119, USA",full_match
Morton Apts,Dorchester,02124,24,24,0,0,0,0,24,24,0,Rental,Private,,Y,42.2822102,-71.087952,"Morton St, DORCHESTR CTR, MA 02124, USA",full_match
Morton Village Apts (AOP),Mattapan,02126,207,207,0,0,0,0,207,207,0,Rental,Private,,,42.2785195,-71.0866592,"65 Morton Village Dr, Mattapan, MA 02126, USA",full_match
Morville House,Fenway,02115,147,147,0,0,0,0,147,147,0,Rental,Private,Y,Y,42.34512910000001,-71.088369,"100 Norway St, Boston, MA 02115, USA",full_match
Mount Vernon St Housing Project (Phase 1),Dorchester,02125,205,205,0,183,183,0,22,22,0,Rental,Private,,,42.3204323,-71.0498307,"Mt Vernon St, Boston, MA 02125, USA",full_match
Mr. Lee's Lodge,Roxbury,02119,17,17,0,1,1,0,16,16,0,Rental,Private,,,42.3295229,-71.0847915,"4675 Washington St, Boston, MA 02119, USA",full_match
Msgr. Powers/L St. (667-3),South Boston,02127,68,68,0,0,0,0,68,68,0,Rental,Public,Y,,42.3335906,-71.0349576,"120 L St, South Boston, MA 02127, USA",full_match
Mt Pleasant Apts,Roxbury,02119,98,98,0,0,0,0,98,98,0,Rental,Private,,Y,42.3216996,-71.08156819999999,"2 Waverly St, Roxbury, MA 02119, USA",full_match
Mt Pleasant Home Inc.,Jamaica Plain,02199,60,60,0,22,22,0,38,38,0,Rental,Private,,,42.32470360000001,-71.1127248,"301 S Huntington Ave, Jamaica Plain, MA 02130, USA",full_match
Mt. Bowdoin/Erie Ellington - HOME AGAIN,Dorchester,02121,16,6,10,0,0,0,16,6,10,Ownership/Rental,Private,,,42.3010253,-71.08342739999999,"Erie-Ellington Playground, 125 Erie St, Boston, MA 02121, USA",full_match
Munevar (VUP),Jamaica Plain,02130,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,,42.3097365,-71.1151431,"Jamaica Plain, MA 02130, USA",full_match
Mystic Studios,South End,02118,32,32,0,26,26,0,6,6,0,Rental,Private,,,42.3398722,-71.071069,"Mystic St, Boston, MA 02118, USA",full_match
Nashua St Residences at the Fleet Center,West End,02114,503,503,0,473,473,0,30,30,0,Rental,Private,,,42.366198,-71.062146,"100 Legends Way, Boston, MA 02114, USA",full_match
Nate Smith House,Jamaica Plain,02130,44,44,0,0,0,0,44,44,0,Rental,Private,Y,,42.3182177,-71.1042837,"155 Lamartine St, Jamaica Plain, MA 02130, USA",full_match
Nazing Court,Roxbury,02121,151,151,0,0,0,0,151,151,0,Rental,Private,,,42.3075719,-71.0872767,"Nazing Ct, Boston, MA 02121, USA",full_match
NEBH Redevelopment,Mission Hill,02120,75,75,0,60,60,0,15,15,0,Rental,Private,Y,,42.3298994,-71.1059676,"Mission Hill, Boston, MA, USA",full_match
NEMA Boston,South Boston Waterfront,02127,414,414,0,360,360,0,54,54,0,Rental,Private,,,42.3490279,-71.04468229999999,"399 Congress St, Boston, MA 02210, USA",full_match
Neponset Fields - Elderly Housing (202),Hyde Park,02136,31,31,0,1,1,0,30,30,0,Rental,Private,Y,,42.2614735,-71.10505549999999,"29 Neponset Field Lane, Hyde Park, MA 02136, USA",full_match
New England Heritage Homes 1,Dorchester,02124,16,0,16,0,0,0,16,0,16,Ownership,Private,,,42.2783098,-71.0479218,"US-1, DORCHESTR CTR, MA 02124, USA",full_match
New England Heritage Homes 2,Dorchester,02124,16,0,16,0,0,0,16,0,16,Ownership,Private,,,42.2899286,-71.0781662,"New England Ave, Boston, MA 02124, USA",full_match
New England Heritage Homes 3,Dorchester,02124,16,0,16,0,0,0,16,0,16,Ownership,Private,,,42.280424,-71.0465821,"MA-3, DORCHESTR CTR, MA 02124, USA",full_match
New England Heritage Homes 4,Dorchester,02124,16,0,16,0,0,0,16,0,16,Ownership,Private,,,42.2899286,-71.0781662,"New England Ave, Boston, MA 02124, USA",full_match
New England Heritage Homes 5,Dorchester,02124,16,0,16,0,0,0,16,0,16,Ownership,Private,,,42.2899286,-71.0781662,"New England Ave, Boston, MA 02124, USA",full_match
New England Heritage Homes 6,Dorchester,02124,16,0,16,0,0,0,16,0,16,Ownership,Private,,,42.2899286,-71.0781662,"New England Ave, Boston, MA 02124, USA",full_match
New England Heritage Homes 7,Dorchester,02124,16,0,16,0,0,0,16,0,16,Ownership,Private,,,42.2899286,-71.0781662,"New England Ave, Boston, MA 02124, USA",full_match
New Port Antonio Apts,Roxbury,02119,227,227,0,0,0,0,227,227,0,Rental,Private,,Y,42.32182359999999,-71.08840359999999,"Roxbury, MA 02119, USA",full_match
Newcastle/Saranac,Roxbury,02127,97,97,0,48,48,0,49,49,0,Rental,Private,,Y,42.3398984,-71.0837612,"Saranac/New Castle Garden, 380 Northampton St, Boston, MA 02118, USA",full_match
Nor-al,Dorchester,02124,57,57,0,0,0,0,57,57,0,Rental,Private,,Y,42.275556,-71.1026106,"Alabama St, Boston, MA 02126, USA",full_match
Norfield,Dorchester,02121,45,45,0,0,0,0,45,45,0,Rental,Private,,Y,42.3369707,-71.0804615,"Northfield St, Boston, MA 02118, USA",full_match
Norflett (VUP),Dorchester,02121,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3065441,-71.08246129999999,"Grove Hall, MA 02121, USA",full_match
Norfolk Street Transitional,Mattapan,02126,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.2786008,-71.089935,"Norfolk St, Boston, MA 02126, USA",full_match
North Suffolk Group Home,East Boston,02128,28,28,0,0,0,0,28,28,0,Rental,Private,,,42.3748004,-71.0381007,"14 Porter St, East Boston, MA 02128, USA",full_match
North Suffolk Group Home 2,Hyde Park,02136,28,28,0,0,0,0,28,28,0,Rental,Private,,,42.36183219999999,-71.0621558,"1 Bowdoin St # 1002, Boston, MA 02114, USA",full_match
Northampton Street,Roxbury,02118,32,0,32,26,0,26,6,0,6,Ownership,Private,,,42.3369649,-71.0788007,"Northampton St, Boston, MA 02118, USA",full_match
Northampton Tower,Roxbury,02118,347,347,0,86,86,0,261,261,0,Rental,Private,,,42.3340082,-71.0752179,"35 Northampton St, Boston, MA 02118, USA",full_match
Northampton/Mass. Ave,Roxbury,02118,12,12,0,0,0,0,12,12,0,Rental,Private,,,42.333787,-71.0737583,"Massachusetts Ave, Boston, MA 02118, USA",full_match
Norway Housing,Fenway,02115,136,136,0,0,0,0,136,136,0,Rental,Private,Y,Y,42.3453816,-71.088909,"Norway Housing, Boston, MA 02115, USA",full_match
Norwell Townhouses,Dorchester,02124,8,4,4,0,0,0,8,4,4,Ownership/Rental,Private,,,42.2944302,-71.0781029,"Norwell St, DORCHESTR CTR, MA 02124, USA",full_match
Norwell Whitfield (HOME AGAIN),Dorchester,02124,20,2,18,0,0,0,20,2,18,Ownership/Rental,Private,,,42.2944302,-71.0781029,"Norwell St, DORCHESTR CTR, MA 02124, USA",full_match
Nu Life Development,Dorchester,02121,16,0,16,0,0,0,16,0,16,Ownership,Private,,,42.3398067,-71.0891717,"360 Huntington Ave, Boston, MA 02115, USA",full_match
OAK ROW,West Roxbury,02132,80,80,0,70,70,0,10,10,0,Rental,Private,,,42.2780666,-71.1722581,"1235 VFW Pkwy, Boston, MA 02132, USA",full_match
Oak Terrace,Chinatown,02111,88,88,0,0,0,0,88,88,0,Rental,Private,Y,Y,42.3480786,-71.06400459999999,"888 Washington St, Boston, MA 02111, USA",full_match
O'Connor Way [Pier 4/Phase III Offsite Affordables],South Boston,02127,47,47,0,1,1,0,46,46,0,Rental,Private,Y,,42.3273962,-71.0559976,"O'Connor Wy, Boston, MA 02127, USA",full_match
Off Centre Lofts,Jamaica Plain,02130,21,21,0,19,19,0,2,2,0,Rental,Private,,,42.3115757,-71.1143932,"Centre St, Boston, MA 02130, USA",full_match
Old Colony (2-24),South Boston,02127,873,873,0,0,0,0,873,873,0,Rental,Public,,,42.3318687,-71.0516186,"20 Rev. Burke St, South Boston, MA 02127, USA",full_match
Old Colony Square,South Boston,02127,24,0,24,21,0,21,3,0,3,Ownership,Private,,,42.3295522,-71.0526734,"Old Colony Ave, Boston, MA 02127, USA",full_match
Oliveira (VUP),Dorchester,02125,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
Olmstead Green Phase 2,Mattapan,02124,50,50,0,0,0,0,50,50,0,Rental,Private,,,42.2868644,-71.0982471,"58 W Main St, Boston, MA 02124, USA",full_match
Olmstead Green Phase I Rental,Mattapan,02124,51,51,0,0,0,0,51,51,0,Rental,Private,,,42.2868644,-71.0982471,"58 W Main St, Boston, MA 02124, USA",full_match
Olmsted Green - Mixed Income Rental,Mattapan,02124,100,100,0,60,60,0,40,40,0,Rental,Private,,,42.2868644,-71.0982471,"58 W Main St, Boston, MA 02124, USA",full_match
Olmsted Green Phase 4,Mattapan,02124,47,47,0,0,0,0,47,47,0,Rental,Private,,,42.2868644,-71.0982471,"58 W Main St, Boston, MA 02124, USA",full_match
Olmsted Green Rental Housing Phase 3,Mattapan,02124,50,50,0,0,0,0,50,50,0,Rental,Private,,,42.2868644,-71.0982471,"58 W Main St, Boston, MA 02124, USA",full_match
Olmsted Place,Jamaica Plain,02115,196,196,0,159,159,0,37,37,0,Rental,Private,,,42.3114467,-71.1007518,"Olmstead St, Boston, MA, USA",full_match
